name,ratings,date,helpful,comment,developer_comment
빵순이,4,2020-09-18,0,아이패드 배송이 좀 느려서 하나 뺐음….ㅠ 어플은 학습 진행하기에 정말 좋아서 재밌게 하는중~,
호두달콤한,5,2020-01-22,0,할인에 혹 해서 구매해서 이용해봤는데 일대일 스피킹으로 수업하는 것보다 훨씬 체계적이고 발음 교정도 실제 쓰이는 표현들도 배우기 좋게 나와있어요. 너무 좋네요. 함께 쓸 수 있는 장점도 있고.. 가격도 비싸지 않고 만족스러워요! 다양한 선택권도 좋고요. 365일 후에는 저도 많이 좋아져있겠죠 ㅎㅎㅎㅎ,
오승윤,5,2021-02-15,0,쉬우면서도 재미있어서 초보자들이 하기에도 부담 없어서 편하게 공부 가능,
jungsik park,5,2019-10-22,1,앱이 깔끔하게 바뀌었네요!! 그래서인지 눈에 더 잘들어오는 것 같아요. 새로 생긴 가능도 좋네요. 특히 구간반복 가능 덕분에 모르고 그냥 지나갔던 부분을 반복해서 들을 수 있어서! 마음에 드네요!!,"STUDYMAX2019년 11월 1일안녕하세요 회원님. 이번에 어플리케이션이 새롭게 업데이트되면서 디자인 뿐만아니라, 많은 회원님들께서 요청주셨던 학습기능 (구간탐색, 반복듣기, 카운트 모션) 이 추가반영 되는 등 전반적인 변화가 있었습니다.  회원님께서는 만족스럽게 느끼시는 것 같아 다행입니다! 앞으로도 스피킹맥스와 함께 즐거운 영어회화학습 하시기를 응원하겠습니다.  이용하시면서 좋은 의견 있으시다면 전달 부탁드립니다.  감사합니다. :)  [스피킹맥스 고객센터 1644-0549]"
정세언,3,2020-01-13,1,듣고 따라하면서 연습하니 도움이 되고 있어요 그런데 어플 자체는 업데이트를 쫌 해야 할 것 같네요. 인터넷으로 비번 바꾸고 나서 폰으로 로그인 시 비번이 안 맞다는 내용만 뜨고 검은색 화면에서 넘어가지지 않네요 다음번에는 로그인 화면이 떴으면 좋겠습니다.,
y o n a,5,2020-12-22,0,오늘도 퇴근 후에 힘들지만 30분 영어공부 시작..…ㅠㅠ 영어 공부 열심히 하고 있습니다. 고마워요 스피킹맥스!!,
장민규,1,2020-02-29,4,몇달전부터 버퍼링이 너무 심해서 안들어가지게 되더라고요 오늘 오랜만에 들어와서 학습하려고 했는데 더심해졌네요 너무 짜증이 나서 환불받고 싶은심정입니다 시스템도 좋고 프로그램도 마음에들어 1년치 구입해서 하고있는데 3분짜리 에피소드 하나 하는데 7~8분이 걸리네요 이럴거면 왜 앱업데이트를 하는건지 모르겠네요,
taehoon yum,4,2020-01-08,0,꾸준히 하면 많이 도움 됩니다. 우선 리스닝이 늘어요. 스피킹맥스가 이니라 리스닝맥스가 더 어울려 보입니다. 문장 앞뒤로 전환이 좀 더 매끄러워지면 좋겠고 앞으로 갔을 때 이전 문제가 다시 나오지 않게 해주시면 더 좋겠습니다.,"STUDYMAX2020년 3월 10일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. 학습에 도움이 되어 다행입니다! 회원님께서 주신 의견 참고하여 업데이트 시 반영해갈 수있도록 하겠습니다.  언제든지 이용 중 불편하신 점이 있으시다면, 고객센터로 연락부탁드립니다. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]"
Edelweiss,5,2020-09-18,0,가상으로 상황이 설정되어서 원어민 회화 표현을 익히는 부분이 진짜 도움 많이 되는 거 같아요~^^,
표영지,4,2019-12-20,0,스피킹맥스로 공부한지는 꽤 됐는데 리뷰는 이제서야 남기네요..ㅋㅋㅋ 스피킹맥스로 영어공부하기 전보다 실력이 훨씬 많이 좋아졌어요! 주변에서도 영어발음 좋아졌다면서..... 실력이 많이 늘었다고 말씀해주실 때마다 너무 뿌듯한거 있죠ㅠㅠ,STUDYMAX2020년 1월 2일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 발음 피드백을 유용하게 사용하고 계신 듯 합니다. : ) 앞으로도 꾸준히 학습하시기를 응원하겠습니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 늘 회원님들과 함께 고민하는 스피킹맥스가 되겠습니다. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]
우린서로의 달,2,2018-12-29,1,외국인 본토 발음을 따라 하고 직접 녹음해서 들어 본다는 방식은 너무 좋았다 사용하는 내내 만족했다 그러나 말로 해야 되는 거라 출퇴근 시간이라든지 카페에서 공부하기는 부적절하고 반드시 집에서 소리를 내서 공부를 해야 한다는 단점이 있다 누군가에겐 좋을 수도 있지만 제대로 활용을 못 한다면 몇 개월도 사용하지 않을 수도 있다 나의 경우엔 후자였다,"STUDYMAX2019년 1월 15일안녕하세요 회원님. 솔직한 후기 감사드립니다! 우선 저희 스피킹맥스는  원어민의 회화를 듣고 따라말하기를 반복하며, 체화하는 것을 지향점으로 하고있는 방식입니다. 따라서 말하기나 듣기가 원활하게 이루어질 수없는 환경에서는 다소 불편함을 느끼실 수도 있으시겠네요. 하지만 회화에 있어서 가장 중요하게 생각하는 점을 반영한 저희 스피킹 맥스의 학습법이니,  유용하게 이용해주시기를  추천드립니다!  언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
조연선,5,2018-11-30,0,"영어 독학 하려고 알아보다가 우연히 스피킹 맥스 광고 보고 시작 하게 되었습니다 ^^ 핸드폰으로 어플 다운 받아서 실행 하면 되고 출 / 퇴근 모드가 따로 있어서 지하철 , 버스 등 장소 상관없이 공부 할 수있어서 좋았네요 ~~ 굿굿","STUDYMAX2018년 12월 11일안녕하세요 회원님. 저희 스피킹맥스를 이용 해 주셔서 감사합니다. 회원님의 소중한 출퇴근 시간에 저희 스피킹 맥스가 알찬 도움을 드릴 수있어서 다행입니다! 앞으로도 꾸준한 학습으로 지금보다 훨씬 발전하는 영어회화 실력을 갖추어 가시도록 저희도 응원하겠습니다! 언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
주희경,5,2021-01-27,0,어플이 간편하고 직관적이라서 좋은 듯 싶습니다,
yj park,5,2019-10-21,1,"디자인이 전보다 더 예뻐져서, 앱에 더 자주 들어오는 느낌입니다~! 카운트 없애는 기능도 생기고, 재생 기능이 다양해져서 좋아요~ 첨에 재생중 컨트롤하는게 살짝 불편했지만 쓰다보니 괜찮아졌네요","STUDYMAX2019년 11월 1일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다. 이번에 업데이트 된 어플리케이션에 대해 전반적으로 만족하시는 것 같아 다행입니다.. 디자인 뿐만아니라, 많은 회원님들께서 요청주셨던 학습기능 (구간탐색, 반복듣기, 카운트 모션) 등이 개선되는 등 전반적인 변화가 있었습니다. 말씀주신 부분 역시 유관부서로 의견은 전달하도록 하겠습니다. :)  앞으로도 사용하시면서 좋은 의견이 있으시다면 언제든지 연락주시기 바랍니다.   감사합니다. [스피킹맥스 고객센터 1644-0549]"
청사초롱,4,2019-12-11,0,생활영어를 배워보고 싶어 스피킹맥스를 시작한지 벌써 1년이 지났습니다. 처음엔 어렵지 않을까 걱정도 많이 됐었는데 매일 꾸준히 학습할 수 있도록 학습 시스템이 잘 되어 있고 실력이 향상되는 게 느껴져서 더 열심히 할 수 있었던 것 같습니다. 앞으로도 스피킹맥스로 꾸준히 영어공부를 하려 합니다. 감사합니다. ㅎㅎㅎ,STUDYMAX2019년 12월 19일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. 모든 학습은 즐거운 마음으로 꾸준히 이어나가는 것이 중요하다고 믿고있습니다. 지금과 같은 마음으로 즐겁게 학습하신다면 영어회화를 훈련하셔서 능숙해지시는 데에 큰 도움이 되실 거라고 생각됩니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 늘 회원님들과 함께 고민하는 스피킹맥스가 되겠습니다. 좋은 하루되세요! 감사합니다. :) [스피킹맥스 고객센터 1644-0549]
Ellie,5,2020-12-29,0,영어공부하려구요,
이현진,2,2018-11-14,1,세번째 지속구매자입니다. 녹음을 해도 앱이 민감도가 낮아 수차례 반복녹음을 해야하네요. 크게 녹음해도 소리가 작아 인식이 잘 안되서 짜증납니다.엊그제 함께 보내준 아이팟으로 녹음해도 마찬가지!,"STUDYMAX2018년 12월 11일안녕하세요 회원님. 먼저, 이용에 불편을 드려 대단히 죄송하다는 말씀을 드립니다. 회원님들께서 사용하시는 기기 및 인터넷 사용환경 등이 워낙 다양하시기 때문에, 모든 이슈에 대한 정확한 원인규명이 즉각적으로 이루어지기 어려운 점은 양해를 부탁드립니다!  혹시 현재도 여전히 이용에 불편함이 있으실까요? 그렇다면, 어떤 문제인지 저희가 함께 알아본 후, 이용에 불편이 없으시도록 도움 드리고자 합니다. 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시면 좀 더 자세한 안내 도와드리겠습니다. 감사합니다!  [스피킹맥스 고객센터 1644-0549]"
Yujeong Lee,3,2020-06-11,2,요번에 업데이트 하면서 발음 측정하는 방식이 바뀐 것 같은데 여러번 반복하는 것은 좋지만 한 문장 당 발음 기회가 3번 제한이 걸려서 여러 문장 중 한 문장만 반복하고 싶을 경우 에피소드를 아예 다시 시작해야 하는 것이 상당히 불편합니다. 또한 잘 되다가 중간중간 발음 인식이 안되는 경우가 발생하는데 다음 업데이트 때 개선 부탁드립니다.,
차경민,5,2020-10-08,0,영어를 못하더라도 스피킹맥스를 통해서 기본적 회화정도는 마스터 할 수 있습니다!,
톡톡톡,5,2020-12-29,0,출퇴근길에 라디오 처럼 틀고서 들으면서 걸으니 좋네요 ㅎㅎ,
Jeongin Kim,5,2019-10-24,2,디자인이 깔끔해졌네요. 무엇보다 문장반복 기능이 있어 특정 문장을 탐색없이 반복해서 들을 수 있어 좋아요 그리고 학습설정 기능 너무 좋아요 예전에는 환경 설정 페이지로 갔다가 다시와야 했는데 지금은 바로 할 수 있어 좋네요,"STUDYMAX2019년 11월 5일안녕하세요 회원님 :) 이번에 어플리케이션이 새롭게 업데이트되면서 디자인 뿐만아니라, 많은 회원님들께서 요청주셨던 학습기능 (구간탐색, 반복듣기, 카운트 모션) 이 추가반영 되는 등의 전반적인 변화가 있었습니다. 회원님께서 이 부분을 만족스럽게 느끼시는 것 같아 다행입니다. 앞으로도 스피킹맥스와 함께 즐거운 영어회화학습 하시기를 응원하겠습니다. 이용하시면서 불편사항이나, 좋은 의견 있으시다면 전달 부탁드립니다. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]"
김희진,5,2019-10-10,3,"19년8월에구입했어요, 영어초보이고 영어를배우고싶은데 책은 많이사봣는데 1주일이상 봐지질않았어요. 그러다 네이버에 떠서 처음으로 수강을 해봤는데, 매일하지는않지만 폰으로 편하게 틈틈히 잘보고있습니다. 그리고 현지 원어민들의 인터뷰가 생생하게 전달되어 제게는 너무나 만족스럽습니다. 너무 반복적.지루한 방식이아니고 자연스러운 강의방식이 참 매력있습니다. 잘 이용할게요^^",STUDYMAX2019년 10월 11일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다.  매일 꾸준히 학습하시는 것이 가장 중요합니다. 늘 지금과 같은 마음으로 꾸준히 학습 하시면서 저희 스피킹맥스의 컨텐츠를 100% 활용하실 수있기를 바랍니다! 저희도 함께 응원하도록 하겠습니다. 학습 이용에 문의사항 있으시다면 언제든지 고객센터 연락 부탁드립니다. 감사합니다. [스피킹맥스 고객센터 : 1644-0549 ]
Chris Choi,5,2020-01-11,0,"영어 공부하기에 좋은 앱입니다. 잘 동작되고, 강의 영상도 깔끔해서 아주 만족하고 있습니다. 기초부터 비즈니스영어까지 공부하고 싶어서 신청했는데, 말하기를 배우는데는 좋은것 같아요.",
김용호,3,2019-10-10,0,"계속해서 업데이트 되는건 너무 좋은데 그만큼 서버가 불안정해지는것 같네요...렉걸리고 끊기고 팅기고.. 업데이트를.하는것도 좋지만, 사용에 불편함이 없게 서버안정화를 최우선으로 해주세요.",STUDYMAX2019년 10월 11일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다.  앱 업데이트 후에도 곧바로 한 차례 더 수정개선되어 업데이트가 되었습니다. 업데이트를 하는 시기에는 저희도 예상치 못했던 불편사항을 발견하게될 수도있는 점은 양해를 부탁드립니다. 현재 최신버전으로 업데이트하시고도 불편하신 점이 있으시다면 고객센터로 연락 부탁드립니다. 자세한 안내 드리겠습니다. 좋은 날되세요!  감사합니다. [스피킹맥스 고객센터 : 1644-0549 ]
Ikhyun Cho,1,2019-11-17,0,스마트폰 크롬에 계속 스피킹맥스 인터넷창이 뜹니다. 일일이 지우는것도 힘든데 개발자가 이런식으로 앱을 깔면 화면이 안뜨게 했으면 합니다. 고객의 입장을 생각못하고 이런식의 생각없는 프로그램 개발은 하지 마시길 바랍니다.,"STUDYMAX2019년 11월 28일안녕하세요. 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. 광고 팝업때문에 불편함이 있으셨던 모양입니다. 이용에 불편을 드려 죄송합니다. 우선, 확인해보니 스피킹맥스 앱 설치자에게 푸쉬하는 광고 진행되고 있습니다. 만약 광고 노출 원하지 않으신다면, 사용하시는 해당 IP 차단해서 광고 노출 되지 않도록 할 수있을 것 같습니다. 네이버 검색창에 '내 아이피 주소' 라고 검색하시면 IP주소 조회됩니다. 스피킹맥스 고객센터 카카오톡/게시판/전화 등으로 문의주시면, 처리하겠습니다. 좋은 하루되세요. 감사합니다. [스피킹맥스 고객센터: 1644-0549]"
바깥나라구경TV,3,2019-11-04,5,학습 완료 안해도 출퇴근모드 쓸 수 있으면 좋겠네요. 솔직히 학습모드 크게 도움 안돼요. 출퇴근모드가 제일 유용해요. 그리고 출퇴근모드 사용시에 화면 끄거나 멀티태스킹이 되면 좋겠어요. 이래저래 불편해서 돈 내놓고도 자주 안쓰게 돼요...,"STUDYMAX2019년 11월 7일안녕하세요 회원님 :) 스피킹맥스를 이용 해 주셔서 감사합니다. 이용하시면서 다소 불편함이 있으신 모양입니다. 우선, 저희 학습의 방향성이 영상컨텐츠와 학습자의 상호작용을 전제로 하는 부분이 있기 때문에, 최소한의 참여라도 최대한 유도해나가는 툴로 만들어져 있기도 합니다. 이 점 참고 및 양해부탁드리며, 많은 회원님들께서 동일한 요청을 주실 경우에는 추후 업데이트시 충분한 논의를 거쳐, 가능 해질 수도 있는 부분임을 안내드립니다. 소중한 의견 감사드리며, 오늘도 즐거운 학습 하시기를 바랍니다! 감사합니다. [스피킹맥스 고객센터 1644-0549]"
이현석,5,2020-01-20,1,"어렸을 적엔 시험을 잘 보기 위해서, 성인이 된 이후엔 취직을 위해서 오랫동안 영어공부를 했지만 회화가 잘 되지 않는 나. 이제는 시험이 아닌 그저 영어로 외국인과 편안하게 대화를 나누고 싶어서 스피킹 맥스를 구매했습니다. 무척 재밌고 회화에 많이 도움이 되어 만족스럽습니다! 강추^^",
rosemarie,4,2021-01-28,0,재밌는 학습 인 거 같아요. 근데 사용 설명법 매번 뜨던데 이거 어케 없애나요?,
DAISY,4,2020-10-21,0,딱딱한 수험 영어 말고 일상에서 나누는 그런 회화표현 배우고 싶었는데 만족스럽습니다.,
배정아,5,2020-01-15,0,"자신이 한 발음을 들을 수 있고, 잘못한 부분 표시되니 잘 될때까지 계속 하면서 스피킹이 느는것 같아 좋아요. 매일 30분씩이라도 계속하게되고 안하면 레이싱 경주에서 많이 뒤쳐질까 은근 신경쓰여서 더 하게 되더라구요 ㅎㅎ",
seven days,4,2020-09-15,0,시작한지 얼마 안되서 잘은 모르지만 일단 재미있긴 한거 같네요. 좀 더 해보고 후기 또 올려볼께요.,
kkulsoing,4,2020-09-16,0,학습은 정말 좋은데 내 발음이 별로인 걸 너무 느껴서 기분이 좀 우울ㅠ 스맥으로 열심히발음 고쳐볼게용!!,
지석,5,2019-12-23,0,영어회화 학원 다니다가 이런 저런 사정으로 많이 빠져서 영어회화 인강으로 알아봤는데 스피킹맥스가 젤 제스탈이더라구요~ 원어민 강의에다가 피드백을 받을 수 있는 학습 프로그램이 있어서 아주 만족하고 있어요ㅎㅎㅎ 학습 코스도 다양하고 정해져 있는 학습 코스만 들을 수 있는게 아니라 모든 강의를 다 들을 수 있다는 점도 아주 좋았어요!!ㅎㅎㅎ,"STUDYMAX2020년 1월 2일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 기간제 이용권 구매하시면, 전 강좌 다 보실 수있는 시스템이므로 필요에 따라 유용하게 학습하실 수있습니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 감사합니다.   :) [스피킹맥스 고객센터 1644-0549]"
헬렐 벤 샤하,4,2020-09-22,0,영어 공부 열심히 하고 있습니다. 나이가 있어서 영어 듣는 건 조금 힘들지만 포기하지 않고 열심히 해보렵니다.,
사호섭,5,2021-02-15,0,아들 영어 공부 좀 하라고 1년 올인원 패키지 결제 했습니다. 좋은 결과가 있길…,
brm2253 lee,5,2020-04-24,2,매일 지속적으로 할 수있게 프로그램이 잘 구성되어 있어요. 하루 30분정도씩 1년 5개월 정도 소요되는 프로그램이라 꾸준히 한다면 분명 큰 도움이 될것 같아요. 쉬운영어부터 꾸준히가 영어말하기 비법임을 예전부터 알고는 있었지만 어디서부터 어떻게 해야 할지 잘 몰라 실천하지 못하고 있었는데 바로 스피킹맥스가 답인것 같아요. 꾸준히 꼭 완강하려구요.,
인어의눈물,5,2020-10-15,0,강의나 원어민 나오는게 재미있고 흥미를 유발시켜서 학습에 몰입되는 점이 좋습니다.,
가이,4,2020-01-22,0,일단 컴퓨터보다 반응도 빠르고 조작도 간편해서 앱으로만 하게되네요. 다만 일시정지가 화면을 두번 터치해야해서 불편함. 바로 전 문장 다시보기 하려할때 휙 지나가서 애먹음..,
임승엽,5,2020-01-14,0,"문자로는 뜻을 알고 있지만, 발음으로는 낯선 문장들을 기초부터 차근차근 배울 수 있어서 너무 좋았어요. 원어민의 발음을 듣고 따라하는 진짜 영어를 배우고 있습니다. 스피킹맥스 강추합니다~!!",
Sungmins Smashing,3,2019-11-04,2,현재 잘 사용중이지만 아쉬운점이 조금 있습니다.출퇴근모드시 유튜브처럼 화면을 꺼도 연속으로 듣기가 가능하면 좋겠습니다. 그리고 단어장도 음성을 지원하고 연속으로 듣기 까지도 기능하면 좋을 거 같습니다.,"STUDYMAX2019년 11월 15일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다.단어장은 부가적인 기능이므로 사전처럼 검색 또는 발음듣기 등의 기능은 지원되지 않고 있습니다. 유투브 처럼 백그라운드에서 앱 실행도 현재로서는 어렵습니다. 다만, 회원님의 의견 참고하여 앞으로도 많은 회원님들께서 필요로 하시는 부분들을 수정보완해나갈 수있도록 하겠습니다. 당장 가능하여지는 것은 어려운 점 양해부탁드립니다. 감사합니다.  :) 오늘도 즐거운 학습 하시기를 바랍니다! 감사합니다. [스피킹맥스 고객센터 1644-0549]"
재중,5,2018-10-15,2,같이 스터디 하는 친구가 영어 독학하기 좋다고 추천 해줘서 시작 하게 된건데요 ^^ 시간날떄마다 틈틈히 들었더니 실력이 나날히 늘어가는게 느껴질 정도에요 ~ 컨텐츠도 매우 다양하고 . 재밌게 배울 수있어서 리뷰 1개 남겨봐욤 !! ㅋㄷㅋㄷ,STUDYMAX2018년 12월 11일안녕하세요 회원님^^ 스피킹맥스를 이용해주셔서 감사합니다. 친구분과 같이 영어공부를 하고 계시군요!  너무 멋지십니다^^ 앞으로도 꾸준한 학습 부탁드리며 고객센터나 카카오톡플러스친구로 문의주시면 더빠른 안내 가능하오니 참고부탁드립니다.  감사합니다.[스피킹맥스 고객센터 1644-0549]
심효준,5,2018-10-18,5,딸아이도 스피킹덤으로 공부하니까 저도 영어공부 해볼려고 스피킹맥스 시작 하게 되었습니다 .. 굳이네요 굳 .. 어번에는 꼭 영어랑 친해지자 노력할려고 5분이라도 시간나면 무조건 공부 했네요 .. 오늘도 유익하게 강의 잘 들었고요 . 매일 매익 유익합니다 ~ 3달 후에 미국으로 12박13일로 가족 여행 가는데 배운그대로 잘 써먹겠습니다,"STUDYMAX2018년 12월 11일안녕하세요 회원님! 저희 스피킹맥스를 이용 해 주셔서 감사합니다. 회원님 뿐만 아니라, 자녀들까지 함께 저희 강의를 이용하고 계시다니 저희도 더욱 막중한 책임감이 느껴집니다! 저희 스피킹맥스도 회원님들의 학습에 최대한 도움을 드릴 수있도록 앞으로도 더욱 유익한 컨텐츠를 만들어 나가기 위해 힘쓰겠습니다. 해외로 출장 가셔서도 평상 시 학습을 통해 키운 자신감으로 멋진 영어회화 도전 해 보시기를 응원합니다! 언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
시간의마법사,5,2020-12-29,0,기초 하고 중급으로 넘어왔습니다. 이제 조금 만 더 열심히 해서 심화 단계로 넘어갈꺼에요!!,
지연,5,2020-10-28,0,사용하기 너무 편리합니다,
남예영,5,2020-10-15,0,학습 말고도 여러 미션 같은 것도 있어서 집중있게 학습자를 끌어주는 거 같아요~,
박재근,5,2018-12-28,13,외국계 회사로 이직을 해가지고 .. 스피킹 맥스 시작 하게 된거였는데요 이거 완전 요물인듯 ㅋㄷㅋㄷ .. 과정이 초급 ~ 고급까지 나뉘어 있는것도 마음에 들고 비지니스 과정도 있어서 저처럼 회사 관련된 영어 회워 배우고 싶은 사람들 이라면 1번쯤은 들어볼만한 인강 같네요 스피킹맥스 감사합니다,"STUDYMAX2019년 1월 11일안녕하세요 회원님. 저희 스피킹맥스를 이용 해 주셔서 감사합니다. 저희 스피킹맥스 강의를 통해 회원님의 영어실력이 앞으로도 일취월장 하시기를 저희도 응원하겠습니다!  즐겁게 학습하실 수있는 컨텐츠를 만들기 위해 최선을 다하는 스피킹맥스가 되겠습니다. 언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
밀당허니,4,2020-09-22,0,영어 문장 구조를 파악하는 첫걸음부터 시작하고 있습니다... 재미있고 좋은 어플 인듯 싶어요…,
Younghoo Lee,5,2020-02-25,0,출퇴근시간 표현 듣고다닐 수 있어서 좋습니다. 매일매일 소리내어 말해야 이수할 수 있는 방법때문에 말을 꼭 뱉어보게 되네요. 특히 모르는표현 클릭만으로 단어장이 만들어지는게 제일 !,
아르마다,4,2020-01-16,0,야나두 이런 초왕초보들 깔고 돈 적게들여 만든 앱과는 달리 상당히 신중을 기울여 만든 노력이 보임. 강의 내용과 스토리 구성이 재미있고 좋으며 특히 원어민들 연기가 꽤 자연스러움. 단 앱의 오류나 회사의 운영방식은 좀 아쉬움.,
TR Lee,4,2018-12-25,3,현재 lg v30 사용하고 있는데요 제가 11월 말까지 사용하다가 오랜만에 다시 사용하려는데 끊김(깜박거림)이 너무 심하네요 전에는 하루 강의 9개 중에 한두번 그랬다면 그 한달사이에 무슨일이 생긴건지 동영상 하나에 한번 이상은 꼭 끊기는 것 같아요ㅠㅠ 중간에 화면 혼자 까매졌다가 다시 켜지면 공부하던 부분이 일시정지되거나 스피킹하는 부분이면 예문리스닝부터 다시 되는데 짧은시간에 돌아와도 화면이 끊기니 집중력도 같이 끊겨서 공부를 못하겠네요,"STUDYMAX2019년 1월 11일안녕하세요 회원님. 먼저, 이용에 불편을 드려 죄송하다는 말씀 드립니다. 회원님들마다 다양한 기기 및 환경에서 이용중이시기 때문에 보다 정확한 원인 파악을 위해, 저희 고객센터로 연락주시면 저희가 회원님의 사용 기기와 오류상황 등에  맞추어 자세한 안내 도와드리겠습니다. 언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
Seumul,5,2021-02-19,0,프로그램이 넘 좋아서 오랫동안 공부하고 잇어요~ 만족입니다,
시크릿로즈,5,2020-06-24,0,영어회화강의 찾아보다가 우연히 스피킹맥스라는 사이트를 발견했어요. 가격도 괜찮고 콘텐츠도 괜찮아서 바로 결제했어요. 이번 년도 목표였던 영어회화공부를 열심히 해야겠어요. 아자아자!,
미랴리,4,2021-01-22,0,로딩 속도가 조금 느린 거 같은데 제 기기 문제일까요? ㅠㅜ,
김정훈,2,2019-10-02,14,업데이트된 화면에 적응이 안되네요 특히 강의시 화면 터치하면 나오는 도구화면 (일시정지 앞으로가기 뒤로가기 등등)이 본 강의 화면을 어둡게 만들어 강의 집중에 방해가 되는것 같네요 예전처럼 투명하게 본강의 화면 밝기에 영향을 주지 않았으면합니다,"STUDYMAX2019년 10월 4일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다.  우선, 이번에 업데이트 된 화면이 회원님께는 불편한 부분이 있으셨던 듯 하네요! 많은 회원님들이 요청하신 기능들을 반영하여 새롭게 수정되었으나, 이용에 불편함이 있으신 부분들은 앞으로도 구체적으로 의견 남겨주신다면 적극 검토 후 반영 또는 수정하도록 노력하겠습니다. 이용하시면서 문의사항이나 불편 사항 있으시다면 언제든지 카카오톡 계정 또는 게시판에 글 남겨주시거나, 고객센터로 연락주시기 바랍니다.  회원님들의 의견을 늘 적극적으로 경청하고, 더 나은 서비스를 제공하기에 힘쓰는 스피킹맥스가 되겠습니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
jiyoung Jung,5,2018-12-28,16,19년 초쯤에 영어권 국가로 여행 가려고 시작 했네요 . 3~4분의 짧은 강의라서 짬짬히 틈날때마다 하고 있는데요 조금씩이라도 들을 수있어서 좋았고요 . 영어 회화에 특화 되어있어서 만족 하네요 . 영어 회화는 확실히 스피킹 맥스가 답이네요,"STUDYMAX2019년 1월 11일안녕하세요 회원님. 저희 스피킹맥스를 이용 해 주셔서 감사합니다.짬날 때마다 공부 열심히 하셔서 만족스러운 실력향상 경험하시기를 바랍니다!  즐겁게 학습하실 수있는 컨텐츠를 만들기 위해 최선을 다하는 스피킹맥스가 되겠습니다. 언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
플랑크톤,4,2020-09-23,0,하루 30여분씩만 시간 내서 무리 없이 꾸준히 하고 있습니다. 꾸준히 길게 학습하렵니다~,
전다영,2,2018-10-16,4,최근 업데이트 이후 녹음 인식이 잘 안 됩니다. 고래고래 소리 질러야 겨우 알아 듣는데 뭐 어쩌라는 건지..? 그리고 영상이 계속 멈춰서 너무 불편해요. 한 문장마다 멈추는데 어떻게 공부하라는 거죠?,"STUDYMAX2018년 12월 11일안녕하세요 회원님. 먼저, 이용에 불편을 드려 죄송하다는 말씀을 드립니다. 회원님들께서 사용하시는 기기 및 환경이 워낙 다양하시기 때문에, 모든 이슈에 대한 원인규명이 즉각적으로 이루어지기 어려운 점 양해부탁드립니다.! 혹시 현재도 동일하게 이용에 불편함이 있으실까요?~ 그렇다면, 어떤 문제인지 저희가 함께 알아본 후, 이용에 불편이 없으시도록 도움 드리고자 합니다. 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시면 저희가 자세히 안내 도와드리겠습니다. 감사합니다!  [스피킹맥스 고객센터 1644-0549]"
천해연,5,2020-09-15,0,발음 공부 하기 좋습니다. 1대1 회화도 있고 발음 교정도 있어서 외국인 발음 따라갈 수 있을 거 같아요~^^,
