name,ratings,date,helpful,comment,developer_comment
양여진,4,2019-12-19,0,하루에 30분 정도 꾸준히 듣다보니 이젠 영어로 문장을 만들어서 말하는 게 가능해짐.. ✌✌,STUDYMAX2020년 1월 2일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 앞으로도 꾸준히 학습하시기를 응원하겠습니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 늘 회원님들과 함께 고민하는 스피킹맥스가 되겠습니다. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]
류지헌,5,2019-11-30,0,강의를 영어로 진행하고 영어한글자막도 지원되는 부분이 좋았어요.,STUDYMAX2019년 12월 4일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. :) 저희 학습을 만족스럽게 잘 이용하고 계신 듯 해서 다행입니다.  회원님들의 관심과 응원이 큰 힘이 됩니다. 혹시라도 이용 중에 불편하신 점이 있으실 때는 고객센터로 연락 부탁드립니다 !  감사합니다.  [스피킹맥스 고객센터 1644-0549]
Hwanchul Jo,4,2019-11-24,0,화면 껐을때도 음성 나왔으면 좋겠는데 그게 좀 아쉽네요.,"STUDYMAX2019년 12월 2일안녕하세요 회원님. 백그라운드에서 앱 실행할 수있는 기능을 말씀하시는 것 같습니다.  다만, 현재로서는 이렇게 강의를 재생할 수있는 방법은 없음을 안내드립니다. 참고 및 양해를 부탁드립니다!   회원님들의 이용에 편리함을 드릴 수있는 기능들을 사소한 것부터 고려하고 있으니 많은 응원 부탁드립니다. 이 외에 다른 문의사항 있으시다면 고객센터로 연락 부탁드립니다. 좋은 하루되세요. 감사합니다. :)"
arisoo an,5,2020-11-26,0,새로워진 구성이라 더 재미있어요.👍,
원기태,5,2020-05-15,0,기본 패턴을 활용해서 영어 문장을 만들어보면서 생활영어를 쉽게 배울 수 있음,
남자의삶,4,2020-07-06,8,음성 인식이 너무 잘안되요...언제쯤 개선되나요 이거...,
여김지연,1,2019-05-17,0,"앱이 업그레이드된 건지, 앞으로가기와 뒤로가기 버튼이 추가된것 같은데 엄청 불편하네요.","STUDYMAX2019년 5월 20일안녕하세요 회원님.  많은 회원님들의 요청으로 말씀하신 버튼 추가되었습니다. 어떤 부분이 불편하신 걸까요?  모든 회원님들의 선호에 맞추기는 어려운 점 양해부탁드리며, 고객센터로 연락 주신다면 추후 다른 회원님들의 사용후기도 보태어 더 나은 서비스로 개선할 수있도록 반영하겠습니다.   [스피킹맥스 고객센터 1644-0549]"
Hyemin SUNG,5,2020-02-14,0,어렵지않아요. 반복학습과 짜투리시간 활용에 적당합니다.,
On&On,5,2019-12-20,0,각 DAY 별로 총 9개의 에피소드가 있습니다. 주제도 다양해서 그만큼 배워가는게 많은 것 같아요~~,STUDYMAX2020년 1월 2일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 앞으로도 꾸준히 학습하시기를 응원하겠습니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 늘 회원님들과 함께 고민하는 스피킹맥스가 되겠습니다. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]
Andy Lee,4,2019-10-03,1,단어장 예시 부분도 음성 제공이 되면 좋겠어요. 이 부분이 좀 아쉽네요,"STUDYMAX2019년 10월 4일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다.  이번에 어플리케이션이 새롭게 업데이트 되면서 디자인 뿐만아니라, 많은 회원님들께서 요청주셨던 학습기능 (구간탐색, 반복듣기, 카운트 모션) 등이 개선되는 등 전반적인 변화가 있었습니다. 추후에 회원님께서 주신 의견도 적극 검토하도록 하겠습니다. 앞으로도 이용하시면서 문의사항이나 불편 사항 있으시다면 언제든지 고객센터로 연락주시기 바랍니다.  회원님들의 의견을 늘 적극적으로 경청하고, 더 나은 서비스를 제공하기에 힘쓰는 스피킹맥스가 되겠습니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
김예지,5,2020-02-16,0,재밌게 영어 공부할 수 있어서 좋아요. 그리고 실제 내 발음을 비교해보는 게 큰 장점인 것 같아요,
지은주,5,2020-06-24,0,이젠 영어로 문장을 만들어서 대화를 할 수 있게 됐어요! >..< 빨리 해외여행 가서 외국인 친구도 사귀고 싶네요!!,
김영동,5,2020-10-09,0,아주 좋네요 쉽게 할수있습니다,
최지형,4,2019-10-02,0,전반적으로 좋아졌습니다. 특히 지하철 모드가 좋네요. 다만 이전에 있었던 저화질 설정은 없어진건가요?,"STUDYMAX2019년 10월 4일안녕하세요 회원님. 네 회원님 이번 업데이트 이후 저화질 설정은 따로 없습니다.  출퇴근모드를 이용하시면 화질이 다운되고 데이터 사용량이 줄어듭니다. 그 부분만 확인 부탁드립니다. 이용하시면서 문의사항이나 불편 사항 있으시다면 언제든지 고객센터로 연락주시기 바랍니다.  회원님들의 의견을 늘 적극적으로 경청하고, 더 나은 서비스를 제공하기에 힘쓰는 스피킹맥스가 되겠습니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
김승하,5,2020-01-13,0,런던편을 완주했는데 마치 런던에 다녀온 것 같아요~! Excellent~!,
최유진,3,2019-10-15,0,절약모드 다시 넣어주세요.. 화면이랑 소리가 자꾸 끊겨요,STUDYMAX2019년 10월 18일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다.  이번에 어플리케이션이 새롭게 업데이트 되었습니다. 회원님들의 요청하신 기능들이 추가되었지만 ' 절약모드' 기능은 없어지면서 고화질만 제공하는 것으로 통일되었습니다. 이는 스피킹맥스가 만들어나가는 방향성이므로 양해부탁드립니다. 이용하시면서 문의사항이나 불편사항 있으시다면 언제든지 고객센터로 연락주시기 바랍니다.  늘  더 나은 서비스를 제공하기에 힘쓰는 스피킹맥스가 되겠습니다. 감사합니다. :-) [스피킹맥스 고객센터 1644-0549]
변윤기,5,2019-11-05,1,비즈니스 영어를 배우고싶어서 직장 동료에게 추천 받았어요! 왜 주변 사람들이 스피킹맥스 하는지 알겠네요!,"STUDYMAX2019년 11월 15일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. 주변에서 많은 분들이 추천해주시는 만큼 좋은 컨텐츠입니다. 이번에 어플리케이션도 새롭게 업데이트되면서 디자인 뿐만아니라, 많은 회원님들께서 요청주셨던 학습기능 (구간탐색, 반복듣기, 카운트 모션) 이 추가반영 되는 등 변화가 있었습니다. 언제나 학습자님들의 의견에 귀기울이도록 노력하겠습니다. 앞으로도 꾸준히 이용 부탁드리며, 언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
LALALILALA,4,2020-06-17,0,내가 과연 혼자 영어공부를 할 수 있을까 걱정했는데..ㅋㅋ 괜한 걱정이었음ㅎ 커리큘럼이 다 짜여져 있어서 편함ㅎ,
장승찬,4,2020-10-16,0,유익하고 꾸준히만 할 수 있으면 좋은 프로그램이지 싶음!,
moonsun Lee,4,2018-11-30,1,영어발음 교정및 기본회화 공부에 매우 유용합니다,"STUDYMAX2018년 12월 11일안녕하세요 회원님. 저희 스피킹맥스를 이용 해 주셔서 감사합니다.  스피킹맥스의 '스피킹모드' 기능을 유용하게 활용하고 계신 것 같아서 다행입니다. 원어민의 발음을 잘 따라 해 보시면서 학습하신다면, 회원님의 영어회화 실력이 이 전보다 훨씬 발전하실 거라고 믿습니다. 저희 스피킹맥스도 회원님의 학습에 꾸준한 도움을 드리고자 더욱 노력하겠습니다. 언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
이지선,3,2018-10-18,1,업데이트하님가 갑자기 목소리 인식이 안되요.. 고쳐주세요,"STUDYMAX2018년 12월 11일안녕하세요 회원님. 먼저, 이용에 불편을 드려 죄송하다는 말씀을 드립니다. 회원님들께서 사용하시는 기기 및 환경이 워낙 다양하시기 때문에, 모든 이슈에 대한 원인규명이 즉각적으로 이루어지기 어려운 점 양해를 부탁드립니다!  혹시 현재도 여전히 이용에 불편함이 있으실까요? 그렇다면, 어떤 문제인지 저희가 함께 알아본 후, 이용에 불편이 없으시도록 도움 드리고자 합니다. 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시면 저희가 좀 더  자세히 안내 도와드리겠습니다. 감사합니다!  [스피킹맥스 고객센터 1644-0549]"
Bride of Jesus,4,2020-01-08,0,발음공부하고 있는데 체계적으로 잘 가르쳐줘서 좋아요. 살짝 쉬워요.,"STUDYMAX2020년 2월 6일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. 저희 학습을 즐겁게 이용하고 계시다니 다행입니다~! 아무래도 회원님들께서 체감하시는 난이도가 상이하다보니, 모든 회원님들께 만족감을 드리기는 어려운 점이 있습니다. 이 부분은 회원님들의 너그러운 양해를 부탁드립니다. 언제든지 이용 중 불편하신 점이 있으시다면, 고객센터로 연락주세요. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]"
Dence Deca,4,2020-05-26,0,다 좋은데 로그인하면 바로 시작하지 않고 왜 이리로 자꾸 안내할까요? 이것때문에 감점 1점,
임준걸,1,2020-07-03,1,"기술쪽에 문제가 있는지 점수 잘 안매겨짐 갤럭시 플렉스북 노트북, s20 울트라 다 거지같이 나옴",
ᄀ ᅵᄅ ᅵ,5,2020-12-16,0,현지 여행에서 정말 유용하게 쓰이겠네요,
강주혁,5,2020-08-20,0,일단 저랑 강의가 잘 맞는거 같아요 ㅋ 전 지루하지 않게 잘 보고 있습니다 추천이요 !,
Daniel Kim,5,2020-07-31,0,돈주고 사용중이에요 좋네요 매일 간단히 공부하가도 좋네요 그리고 아이패드프로!! 팬슬... 죽이네요 ㅎㅎ,
킴Rooney,4,2020-01-18,0,매 강의마다 발음과 억양을 교정받을 수 있어서 매우 유익합니다,
hojin choi,1,2018-11-27,2,녹음이 잘 안되요. 이번 업테이트 후부터 그런거 같은데 개선 안되나요,"STUDYMAX2018년 12월 11일안녕하세요 회원님. 먼저, 이용에 불편을 드려 대단히 죄송하다는 말씀을 드립니다. 회원님들께서 사용하시는 기기 및 인터넷 사용환경 등이 워낙 다양하시기 때문에, 모든 이슈에 대한 정확한 원인규명이 즉각적으로 이루어지기 어려운 점은 양해를 부탁드립니다!  혹시 현재도 여전히 이용에 불편함이 있으실까요? 그렇다면, 어떤 문제인지 저희가 함께 알아본 후, 이용에 불편이 없으시도록 도움 드리고자 합니다. 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시면 좀 더 자세한 안내 도와드리겠습니다. 감사합니다!  [스피킹맥스 고객센터 1644-0549]"
PARK SEO YOUNG,5,2019-10-20,0,스피킹맥스 나날이 더 좋아지고 있네요~ 즐겁게 영어공부할 수 있어서 넘 좋아요~ 강추입니다!!,"STUDYMAX2019년 10월 22일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다.  이번에 어플리케이션이 새롭게 업데이트 되었습니다. 디자인 뿐만아니라, 많은 회원님들께서 요청주셨던 학습기능 (구간탐색, 반복듣기, 카운트 모션) 등이 개선되는 등 전반적인 변화가 있었습니다. 만족하시는 것 같아서 기쁩니다. 사용하시면서 좋은 의견이 있으시다면 언제든지 연락주시기 바랍니다.  더 나은 서비스를 제공하기에 힘쓰는 스피킹맥스가 되겠습니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
Park효니,4,2019-10-16,0,괜찮아요 근데 따라하는 건만 하고 잇는데 영어가 늘지 걱정이예요~,"STUDYMAX2019년 10월 18일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다.  스피킹맥스와 함께 반복적으로 청취하고 말하는 훈련을 꾸준히 하시다보면  좋은 결과 있으시리라 생각됩니다. 영어는 꾸준히 학습하는 것이 가장 중요하므로 늘 시간내어 짧게라도 학습하시기를 권장드립니다. 언제든지 학습관련, 프로그램 이용 관련하여 문의사항 있으시다면 고객센터로 연락 주시기 바랍니다. 더 나은 서비스를 제공하기 위해 힘쓰는 스피킹맥스가 되겠습니다. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]"
김홍범,4,2020-01-13,0,쉬운표현부터 단계별로 학습하기 쉬운 교재임,
daniel jhon,1,2020-01-12,0,앱이 실행이 안되서 다시 삭제하고 설치하려는데 이것또한 되질 안돼.. 관리가 필요한것 아닌가요??,
권수정,4,2019-12-17,0,처음에는 업데이트된 거에 익숙하지 않았는데 계속 사용하다 보니까 금방 익숙해졌어요ㅋㅋㅋㅋ 오히려 이게 훨씬 편해요ㅋㅋㅋㅋㅋㅋㅋㅋ,STUDYMAX2019년 12월 31일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 늘 회원님들과 함께 고민하는 스피킹맥스가 되겠습니다. 좋은 하루되세요! 감사합니다. :) [스피킹맥스 고객센터 1644-0549]
박성호,5,2019-12-24,0,1년 사용권 구매 후 교육 중인데 집중도 잘되고 도움이 많이 됩니다.,STUDYMAX2020년 1월 2일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 감사합니다.   :) [스피킹맥스 고객센터 1644-0549]
shin ken,5,2020-07-12,1,초보자도 쉽게 할수 있어요! 발음들을 정확하게 할수있게 도와주워서 좋아요,
김안단테,4,2020-01-03,0,연걸상태가 가끔않좋지만 편하게영어공부할수있어서좋아요,STUDYMAX2020년 2월 6일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]
Sohyung Kim,3,2020-03-25,0,실생활에 필요한 상황과 문장들이 잘 구성되어있어요.,
팝콘양,5,2020-05-13,0,강의를 들을 때 뱃지나 아이템 같은 동기부여 시스템이 있으니까 더 열심히 하게됨 ㅎ 하루에 day 2개씩 듣는중 ㅎㅎㅎㅎ,
kw h,5,2020-01-21,0,들을만해요 지루하지않고 다만 스킵버튼이나 속도높일수잇는 기능추가가 되엇으면합니다,
한동윤,5,2020-02-13,0,발음 교정과 설명부분이 전부 영어라 듣기 좋아요~,
챔,5,2020-03-03,0,제가 공부 별로 안좋아하는데 이 앱으로 공부하면 뭔가 재밌는 것 같네요ㅎ 앱 좋아요 잘 쓰고있습니다!,"STUDYMAX2020년 3월 18일안녕하세요, 스피킹맥스를 이용해 주셔서 감사합니다. 회원님께서 즐겁게 이용하고 계시다니 다행입니다. 앞으로도 이용하시면서 문의사항이 있으시면 언제든지 스피킹맥스 고객센터로 연락 부탁드립니다. 감사합니다. [고객센터:1644-0549 / 운영시간: 09:30 ~18:30 ]"
황승준,4,2019-10-07,1,재밌어요 다만 가끔씩 마이크 인식이 잘 안될때가 있어요,"STUDYMAX2019년 10월 11일안녕하세요 회원님. 스피킹맥스를 이용해주셔서 감사합니다.  마이크 인식이 잘 안되는 것은 마이크장치의 문제, 마이크허용여부 등 환경 설정의 문제, 기기자체의 특성때문에 발생하는 문제 등 다양한 원인이 있을 수 있어, 보다 자세히  고객센터로 문의주시면 답변으로 도움드리겠습니다.   감사합니다. [스피킹맥스 고객센터 : 1644-0549 ]"
Daniel Won,5,2020-03-11,0,일단 처음이지만 짧게짧게 집중할 수 있어서 재밌네요~,
Google 사용자,1,2018-10-11,0,내 핸드폰이 이 앱이 문제인건지 완전 끊김 강의 들을수가 없네요 환불 해야겠어요,STUDYMAX2018년 12월 11일안녕하세요 회원님^^ 환불의 경우 고객센터나 카카오톡플러스친구로 문의주시면 더빠른 안내 가능하오니 참고부탁드립니다.  감사합니다.[스피킹맥스 고객센터 1644-0549]
bonjour!,5,2020-06-26,0,학습 이용권 기간이 만료돼서 이번에 또 등록해서 공부하고 있음ㅋㅋㅋㅋ 스피킹맥스만한 앱은 없는듯 ㅎㅎㅎ,
민현기,1,2019-02-17,0,어플 너무 끊겨요 계속 같은 부분만 보고 있습니다 모바일로 공부 할수가 없어요,"STUDYMAX2019년 2월 28일안녕하세요 회원님.  회원님들께서 사용하시는 기기 및 인터넷 사용환경 등이 워낙 다양하시기 때문에, 모든 이슈에 대한 정확한 원인규명이 즉각적으로 이루어지기 어려운 점은 양해를 부탁드립니다!  회원님의 상황에 맞추어 자세히 안내 해 드릴 수있도록 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시면 안내 도와드리겠습니다. 감사합니다!  [스피킹맥스 고객센터 1644-0549]"
주명종,5,2020-06-19,0,오늘도 스피킹맥스로 공부했는데 너무 뿌듯하네요... 원어민과 자연스럽게 대화할 수 있는 그날을 위해 팟팅!!,
Bruce Han,5,2020-01-08,0,원어민같은 표현을 쉽게 접근할 수 있어서 좋아요,"STUDYMAX2020년 3월 10일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. 언제든지 이용 중 불편하신 점이 있으시다면, 고객센터로 연락부탁드립니다. 감사합니다. :) [스피킹맥스 고객센터 1644-0549]"
조인상,5,2020-08-07,0,스맥=스피킹맥스 하니까 영어 가 확 늘었어요 진짜 짱이에요 제에가 추천 해드립니다 @@ 넘 좋음,
문봉선,5,2020-12-30,0,오늘은 졸리니 내일부터 영어 공부 해야겠다   라고 마음 먹은 당신! 지금 바로 스피킹맥스를 키길 바랍니다.,
정성종,4,2020-04-15,1,만족합니다~ 첫날 째라 잘 모르지만 발음은 오기가 생기게 하네요.,
신영재,4,2020-02-08,0,외국인이 말하는걸 직접듣고 따라하는게 정말 괜찮긴함,
달샤베트,5,2019-10-29,1,앱 이제 막 깔았는데 너무 기대되네요ㅋㅋ 영어공부 열심히 해보렵니다~,"STUDYMAX2019년 11월 5일안녕하세요 회원님 :) 이번에 어플리케이션이 새롭게 업데이트되면서 디자인 뿐만아니라, 많은 회원님들께서 요청주셨던 학습기능 (구간탐색, 반복듣기, 카운트 모션) 이 추가반영 되는 등 전반적인 변화가 있었습니다. 회원님께서는 처음 저희 학습을 이용하시는 것 같네요!  이용 해 주셔서 감사드리며, 앞으로 저희 컨텐츠를 영어회화 학습에 유용하게 활용하실 수있기를 저희도 진심으로 응원하겠습니다!  감기 조심하세요 회원님~ ! 감사합니다. :) [스피킹맥스 고객센터 1644-0549]"
Google 사용자,1,2019-01-22,1,"변성기를 겪고 있는 중 1학년입니다. 최대한 열심히 따라해도 어떤 때에는 너무 잘 나와서 좋은데 어떤 때에는 계속 try again이 뜨더라고요.... 게다가 얼마전 스피킹 맥스에서 하던 애플 에어팟 패키지 구매해서 스피킹맥스 하고 있었는데 에어팟이 이상한건지 앱이 이상한건지 계속 버퍼링에다가 소리까지 끊기고 어떤 때에는 아예 소리가 나지 않은 채로 강의가 계속되기도 합니다. 그 때마다 에어팟으로 다른 앱을 실행시키면 정상적으로 사용할 수 있었습니다. 이 점 좀 고쳐주세요.... 최근에 보니까 잘 진행되다가 갑자기 했던 곳으로(혹은 들었던 곳)돌아가서 다시 하게 하더라구요. 스피킹맥스, 처음에는 정말 만족했습니다만, 점점 더 절 실망시키고 있네요.","STUDYMAX2019년 1월 24일안녕하세요. 회원님. 저희 스피킹맥스를 이용 해 주셔서 감사합니다. 다만, 저희 음성인식 시스템에서 자주 'TRY AGAIN' 이 나오신다면, 원어민의 발음 또는 악센트와 차이가 있어서 해당 메세지가 뜨는 경우가 가장 많습니다.  또는 디바이스의 특성이나 볼륨인식값의 문제일 경우도 많습니다. 먼저, 이 점 확인 부탁드리며, 동영상 재생 중간에 오류가 나는 부분들은 정확한 원인 파악 후에 안내 드릴 수있을 것 같습니다. 스피킹맥스 고객센터나 카카오톡플러스친구로 문의 주시기 바랍니다. 텍스트 만으로는 정확한 상황파악이 어려워서 즉각적인 응대가 어려운 점 양해 부탁드립니다 감사합니다. [스피킹맥스 고객센터 1644-0549]"
류상우,5,2020-06-18,1,꾸준히 열심히할수있게 도와주는 스피킹 맥스 덕분에 조금씩 재미붙이고있습니다,
이삐야,5,2020-10-15,0,열심히 공부해서 자막 없이 미드 보고 싶어요~,
박진우,3,2019-10-02,0,GUI만 조금 바뀐거 같고 단어 숙어 선택이 잘 안되는거 같아요,"STUDYMAX2019년 10월 4일안녕하세요 회원님. 단어, 숙어 선택이 잘 안된다는건 구체적으로 어떤 게 불편하신걸까요? 저희도 업데이트 하면서 회원님들의 의견을 적극 확인 중에 있으니, 불편하신 부분이 있으시다면 스피킹맥스 카카오톡/1:1게시판 등으로 구체적인 이용후기 남겨주시면 적극 검토하겠습니다.   회원님들의 의견을 늘 적극적으로 경청하고, 더 나은 서비스를 제공하기에 힘쓰는 스피킹맥스가 되겠습니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
송수지,5,2020-06-26,0,제 발음을 직접 들어볼 수도 있고 원어민 발음이랑 비교도 해볼 수 있어서 좋습니다.ㅎ,
Keunho Kim,3,2020-01-14,0,중급과정 이상에서 퀴즈나 딕테이션의 난이도가 좀더 높아졌으면 좋겠네요 솔직히 딕테이션은 초급 수준 인거같아요,"STUDYMAX2019년 11월 22일안녕하세요 회원님. :) 스피킹맥스를 이용 해 주셔서 감사합니다. 단어장 이용에 추가적인 기능을 원하시는 의견이신 듯 합니다. 우선, 단어장은 별도로 검색 또는 발음 듣기 등의 기능까지 디테일하게 지원하지는 않습니다. 아무래도 단어장은 서브용도로 활용하시는 스크랩 기능만 지원하언;. 디테일한 단어검색 등은 인터넷 사전 이용해주시면 감사하겠습니다. 저희 스피킹맥스만의 영상컨텐츠를 위주로 업데이트하고 있는 점 양해를 부탁드립니다.  추가 문의사항 있으시면 스피킹맥스 고객센터로 연락 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
Halsu,4,2020-01-20,0,말로 하는 영어라 좀 더 현실적인 도움이 되네요,
Boogie Dooog,5,2019-12-23,0,강의 자체가 넘 재밌구요 ~ 학습자들을 위한 강의라는게 느껴져요 ~ good~,STUDYMAX2020년 1월 2일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 회원님께서 만족스럽게 학습 하시는 것 같아서 저희도 참 뿌듯합니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 감사합니다.   :) [스피킹맥스 고객센터 1644-0549]
Dry rose,5,2019-10-28,1,영상이 생생해서 몰입도가 장난 아니네요^^ 강의를 들을 때 집중할 수 있었어요^^,"STUDYMAX2019년 11월 5일안녕하세요 회원님. 이번에 어플리케이션이 새롭게 업데이트되면서 디자인 뿐만아니라, 많은 회원님들께서 요청주셨던 학습기능 (구간탐색, 반복듣기, 카운트 모션) 이 추가반영 되는 등의 전반적인 변화가 있었습니다. 회원님께서 저희 학습 컨텐츠를 전반적으로 만족스럽게 느끼시는 것 같아 뿌듯합니다! 앞으로도 스피킹맥스와 함께 즐거운 영어회화학습 하시기를 응원하겠습니다. 이용하시면서 불편사항이나, 좋은 의견 있으시다면 전달 부탁드립니다. 좋은 하루 되십시오! :)   [스피킹맥스 고객센터 1644-0549]"
김예지,4,2020-01-16,0,어렵지 않고 재밌어요. 그런데 가끔 끊길때가 있어서 불편하네요..,
Eunyoung은영,5,2020-10-14,0,영어회화 익히기에 아주 좋아요~~,
Kim Soyoung,5,2020-04-13,0,체계적이어서 그냥 쭉 단계별로 착실히 하면 되는듯요,
이재윤,5,2020-06-03,0,딱 좋네요. 원어민 발음 들어보면서 발음 교정도하고요,
새벽방긋,5,2020-01-15,0,스피킹 많이하게 되는건 좋은데 스피킹 체크하는 기준이 무엇인지 궁금해요.,
하재연,4,2019-03-25,0,편리한 스피킹맥스 윤식당편 하나 끝냈고요.제대로 학습 하고 싶네요.사랑합니댜!,"STUDYMAX2019년 3월 28일안녕하세요. 회원님. 저희 스피킹맥스를 이용 해 주셔서 감사합니다. 앞으로도 다양한 주제로 컨텐츠를 준비하여, 회원님들께서 재밌게 공부하실 수있도록 노력하겠습니다.  언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락주시거나, 카카오톡플러스친구로 문의 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
송진희,4,2020-02-12,0,문장 반복재생기능이 생겨서 너무 편합니다.,
직각어깨,5,2020-10-16,0,바쁜 직장인들도 부담없이 학습 가능해서 좋아요,
Heejin Dho,1,2020-01-10,1,업데이트하니까 실행이 안되는것 같아요 ㅠㅠ 아예들어가는게 안되네요,
아자아자,5,2020-06-25,0,재미있네요. 발음점수가 나빠서 도전정신이 생깁니다.,
노블레스,5,2021-02-18,0,중학생 된 아이가 학원 싫다고 그래서 학원 대신 시작한 프로그램인데 흥미 잃지 않고 잘 하고 있는 모습을 보니 만족스럽네요 ^^,
김현일,5,2020-03-16,0,아주 좋습니다. 스탭별로 잘 구성해 놓아서 공부하기 편합니다.,
seung ok kuk,4,2020-05-29,0,반복하여 발음 연습을 할 수 있어서 좋네요. ㅋㅋ,
김진호,4,2020-01-27,0,좋습니다. pc나 태블릿과달리 따라하기 3 2 1 카운트 없앨수있어 좋아요.,
김연경,4,2020-04-03,0,오늘 첫수업 듣고있는데 간단하지만 중요한 패턴을 담고있는거같아 괜찮아요!,
꾼냥의씹고뜯고맛보고즐기고,5,2020-05-16,0,발음을 따라하며 고칠수있는 기능이 있어서 좋아요^^,
소충재,4,2020-05-14,0,이해하기 쉽게 알려줘서 좋았고 커리큘럼이 체계적으로 짜여져 있어서 좋았다,
김도전,5,2020-02-26,0,생각보다 많이 괜찮네요. 짬나는 시간에 몇편 들었는데도 도움이 되는 느낌입니다.,
daeng daeng,5,2020-01-21,0,마이크로 따라하면서 해보니 재밌네요~ 꾸준히 할수 있음 좋겠어요👍,
휘둥이,5,2019-12-23,0,방금 스피킹맥스 아이패드 패키지 지르고 옴ㅋㅋㅋㅋㅋㅋㅋㅋ 배송 빨리 됏으면ㅋㅋㅋㅋㅋ,STUDYMAX2020년 1월 2일안녕하세요 회원님. 저희 학습을 이용 해 주셔서 감사합니다. 언제든지 이용 중 불편하신 점이 있으시다면 고객센터로 연락부탁드립니다. 감사합니다.   :) [스피킹맥스 고객센터 1644-0549]
하트걸,4,2020-09-16,0,잠깐 틈내서 공부하기 좋은 거 같음. 쉴 때마다 잠깐 잠깐 보면서 공부해도 괜찮아보임ㅋ,
정은희,4,2019-11-22,0,꾸준히사용하니 많은 발전이 있더라구요 하지만 왕초보에겐 다소 어려움이있어요,"STUDYMAX2019년 12월 2일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. 아무래도 회원님들 개인별로 현재 실력의 차이가 있다보니, 체감하시는 난이도가 다르실 수밖에 없다고 생각됩니다.  다만, 장기적으로 꾸준히 훈련하시면 시간의 차이가 있을 뿐 결국은 한 지점에서 만나게 될 것이라 믿습니다. 회원님의 학습 목표와 성향에 맞게 계획 잘 세우셔서 학습 해보시기를 응원하겠습니다.  언제든지 문의사항 있으시면 스피킹맥스 고객센터로 연락 주시기 바랍니다. 감사합니다. [스피킹맥스 고객센터 1644-0549]"
박준성,4,2020-04-01,0,발음을 제대로 하지 못해 출장에서 못알아듣는 경험을 겪어 도전 시작했습니다,
Dear Deer: 친애하는 사슴에게,5,2019-11-30,0,영영사전 같음. 실용적이고 사실적이라 좋다.,"STUDYMAX2019년 12월 4일안녕하세요 회원님. 스피킹맥스를 이용 해 주셔서 감사합니다. :D 저희가 준비한 컨텐츠와 함께 즐거운 영어회화 학습 하시기를 항상 응원하겠습니다.  혹시라도 이용 중에 문의사항 또는 불편사항이 있으실 경우, 고객센터로 연락주시기 바랍니다. 좋은 하루되세요~ 감사합니다! [스피킹맥스 고객센터 1644-0549]"
